game_id,ball_possession_home,ball_possession_away,expected_goals_home,expected_goals_away,big_chances_home,big_chances_away,total_shots_home,total_shots_away,goalkeeper_saves_home,goalkeeper_saves_away,corner_kicks_home,corner_kicks_away,fouls_home,fouls_away,passes_home,passes_away,tackles_home,tackles_away,free_kicks_home,free_kicks_away,yellow_cards_home,yellow_cards_away,shots_on_target_home,shots_on_target_away,hit_woodwork_home,hit_woodwork_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,big_chances_scored_home,big_chances_scored_away,big_chances_missed_home,big_chances_missed_away,through_balls_home,through_balls_away,touches_in_penalty_area_home,touches_in_penalty_area_away,fouled_in_final_third_home,fouled_in_final_third_away,offsides_home,offsides_away,accurate_passes_home,accurate_passes_away,throw-ins_home,throw-ins_away,final_third_entries_home,final_third_entries_away,final_third_phase_home,final_third_phase_away,long_balls_home,long_balls_away,crosses_home,crosses_away,duels_home,duels_away,dispossessed_home,dispossessed_away,ground_duels_home,ground_duels_away,aerial_duels_home,aerial_duels_away,dribbles_home,dribbles_away,tackles_won_home,tackles_won_away,total_tackles_home,total_tackles_away,interceptions_home,interceptions_away,recoveries_home,recoveries_away,clearances_home,clearances_away,errors_lead_to_a_goal_home,errors_lead_to_a_goal_away,total_saves_home,total_saves_away,goals_prevented_home,goals_prevented_away,big_saves_home,big_saves_away,high_claims_home,high_claims_away,punches_home,punches_away,goal_kicks_home,goal_kicks_away,home_h1_goals,home_h2_goals,home_normaltime,away_h1_goals,away_h2_goals,away_normaltime,match_datetime,game_winner,home_team,away_team,nameCode_home,nameCode_away,league_id,season_id,home_team_id,away_team_id,home_shots,away_shots,errors_lead_to_a_shot_home,errors_lead_to_a_shot_away,red_cards_home,red_cards_away,penalty_saves_home,penalty_saves_away,xg_diff,xg_diff_home,xg_diff_away,total_goals,total_xg,field_tilt_home,field_tilt_away,home_win,away_win,draw,home_momentum,away_momentum,league_name,hq_shot_volume_home,hq_shot_volume_away,shot_quality_variance_home,shot_quality_variance_away,counter_attack_shot_count_home,counter_attack_shot_count_away,counter_attack_shot_ratio_home,counter_attack_shot_ratio_away,set_piece_reliance_home,set_piece_reliance_away,assisted_flow_ratio_home,assisted_flow_ratio_away,box_dominance_ratio_home,box_dominance_ratio_away,periphery_shot_ratio_home,periphery_shot_ratio_away,sustained_pressure_index_home,sustained_pressure_index_away,momentum_correlation_home,momentum_correlation_away,momentum_auc_home,momentum_auc_away,momentum_symmetry_home,momentum_symmetry_away,basketball_index_home,basketball_index_away,penalty_goals_home,penalty_goals_away,total_penalty_goals
13981422,60.0,40.0,0.11,0.1,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,16.0,13.0,196.0,125.0,15.0,10.0,6.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,,,0.0,0.0,0.0,0.0,6.0,16.0,1.0,2.0,0.0,2.0,145.0,87.0,11.0,13.0,21.0,19.0,40.0,66.0,8.0,11.0,0.0,2.0,50.0,50.0,3.0,7.0,25.0,21.0,8.0,12.0,4.0,1.0,11.0,5.0,15.0,10.0,3.0,7.0,23.0,20.0,10.0,10.0,,,0.0,1.0,0.0,0.7043,0.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,0,0,0,0,0,0,2025-08-23 16:30:00+00:00,3.0,genoa,lecce,GEN,LEC,23,76457,2713,2689,"{""xg"": [0.05104323476553, 0.030620453879237, 0.023740135133266, 0.12677149474621, 0.26795381307602], ""count"": 5, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.060169138014317, 0.037769559770823, 0.14658342301846, 0.019326608628035, 0.027065711095929, 0.053925178945065, 0.022132584825158], ""count"": 7, ""penalty_goals"": 0, ""penalty_attempts"": 0}",,,,,,,0.009999999999999995,0.009999999999999995,-0.009999999999999995,0,0.21000000000000002,0.37735849056603776,0.6226415094339622,0,0,1,4.93,5.07,Italy Serie A,1.0,0.0,0.0915980853450175,0.04105578126199,1.0,0.0,0.2,0.0,0.2,0.2857142857142857,0.4,0.4285714285714285,0.4,0.7142857142857143,0.6,0.2857142857142857,-6.8,-2.7857142857142856,-0.2705245371541181,-0.0335596781143653,811.75,794.5,-0.46477544896571,-0.46477544896571,19.0,19.0,0,0,0
13981431,37.0,63.0,0.36,0.66,0.0,1.0,6.0,7.0,1.0,1.0,1.0,0.0,17.0,17.0,182.0,322.0,4.0,6.0,7.0,10.0,3.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,12.0,0.0,3.0,,,162.0,295.0,2.0,5.0,19.0,22.0,54.0,84.0,5.0,12.0,0.0,0.0,43.0,57.0,3.0,0.0,17.0,21.0,3.0,6.0,6.0,6.0,3.0,4.0,4.0,6.0,5.0,1.0,23.0,21.0,5.0,2.0,,,1.0,1.0,-0.7588,0.0426,0.0,1.0,1.0,1.0,2.0,0.0,2.0,6.0,0,0,0,1,1,2,2025-08-23 16:30:00+00:00,2.0,sassuolo,napoli,SAS,NAP,23,76457,2793,2714,"{""xg"": [0.23041711747646, 0.039367698132992, 0.040179993957281, 0.014618389308453, 0.016857450827956, 0.016904575750232, 0.023663831874728], ""count"": 7, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.12421561032534, 0.029263028874993, 0.044246505945921, 0.033789850771427, 0.29897838830948, 0.073275938630104, 0.057300981134176, 0.041518233716488, 0.033982586115599, 0.14201538264751, 0.031711459159851, 0.18327537178993, 0.097001560032368], ""count"": 13, ""penalty_goals"": 0, ""penalty_attempts"": 0}",2.0,0.0,1.0,0.0,,,-0.30000000000000004,-0.30000000000000004,0.30000000000000004,2,1.02,0.391304347826087,0.6086956521739131,0,1,0,6.54,3.46,Italy Serie A,1.0,2.0,0.0724594802067899,0.0761788771405125,4.0,0.0,0.5714285714285714,0.0,0.0,0.2307692307692307,0.2857142857142857,0.4615384615384615,0.1428571428571428,0.5384615384615384,0.8571428571428572,0.4615384615384615,-5.095238095238095,18.166666666666664,-0.086318139363175,-0.142369921463644,350.0,1298.5,-0.4610684875970934,-0.4610684875970934,22.0,22.0,0,0,0
13981428,46.0,54.0,1.22,0.51,2.0,0.0,7.0,8.0,1.0,1.0,2.0,1.0,15.0,13.0,157.0,178.0,6.0,9.0,8.0,8.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,6.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,,,24.0,10.0,1.0,1.0,1.0,0.0,124.0,141.0,11.0,12.0,21.0,25.0,66.0,33.0,16.0,21.0,1.0,4.0,50.0,50.0,5.0,3.0,16.0,18.0,9.0,7.0,2.0,1.0,3.0,5.0,6.0,9.0,6.0,2.0,23.0,26.0,7.0,7.0,0.0,1.0,1.0,1.0,0.6282,0.1939,0.0,2.0,1.0,0.0,,,6.0,4.0,0,1,1,0,0,0,2025-08-23 18:45:00+00:00,1.0,roma,bologna,ASR,BOL,23,76457,2702,2685,"{""xg"": [0.13234870135784, 0.044383160769939, 0.058401133865118, 0.70697689056396, 0.042802289128304, 0.17564405500889, 0.055678516626358, 0.020408120006323, 0.020959882065654, 0.078389704227448, 0.032577186822891, 0.014169787988067, 0.13097849488258, 0.050568014383316], ""count"": 14, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.1144871711731, 0.14436273276806, 0.025780498981476, 0.12978515028954, 0.014036102220416, 0.035291831940413, 0.02411176264286, 0.024075664579868, 0.05036361142993, 0.022311737760901], ""count"": 10, ""penalty_goals"": 0, ""penalty_attempts"": 0}",0.0,2.0,,,,,0.71,0.71,-0.71,1,1.73,0.6666666666666666,0.3333333333333333,1,0,0,0.34,9.66,Italy Serie A,2.0,0.0,0.171482254758715,0.0478728829935917,3.0,1.0,0.2142857142857142,0.1,0.1428571428571428,0.3,0.3571428571428571,0.6,0.5714285714285714,0.4,0.4285714285714286,0.6,5.333333333333333,-7.6833333333333345,-0.1553060469277058,0.2008231388161979,957.5,676.0,-0.3914578576567599,-0.3914578576567599,20.0,20.0,0,0,0
13981439,57.0,43.0,1.16,0.09,1.0,0.0,15.0,1.0,0.0,4.0,6.0,0.0,10.0,14.0,224.0,173.0,6.0,8.0,11.0,8.0,1.0,4.0,5.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,10.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,,,49.0,5.0,0.0,1.0,0.0,0.0,198.0,140.0,11.0,8.0,29.0,15.0,149.0,31.0,12.0,8.0,8.0,1.0,61.0,39.0,1.0,3.0,27.0,17.0,10.0,7.0,10.0,3.0,4.0,6.0,6.0,8.0,1.0,2.0,21.0,15.0,12.0,14.0,,,0.0,4.0,-0.7828,0.5063,1.0,1.0,1.0,2.0,0.0,1.0,0.0,9.0,1,0,1,1,1,2,2025-08-23 18:45:00+00:00,2.0,milan,cremonese,ACM,CRE,23,76457,2692,2761,"{""xg"": [0.056660603731871, 0.27718591690063, 0.038642715662718, 0.21829129755497, 0.01649072766304, 0.062551498413086, 0.056042373180389, 0.056674037128687, 0.03344526514411, 0.11167392879725, 0.045734237879515, 0.037967927753925, 0.027989514172077, 0.050319008529186, 0.081031464040279, 0.21151886880398, 0.083664759993553, 0.038662940263748, 0.14199367165565, 0.1432658880949, 0.01608294993639, 0.019239777699113, 0.041049726307392, 0.068456225097179], ""count"": 24, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.091426342725754, 0.051171984523535, 0.024264093488455, 0.038994051516056], ""count"": 4, ""penalty_goals"": 0, ""penalty_attempts"": 0}",1.0,1.0,,,,,1.0699999999999998,1.0699999999999998,-1.0699999999999998,3,1.25,0.8277777777777777,0.17222222222222222,0,1,0,1.0,9.0,Italy Serie A,3.0,0.0,0.0682215256449572,0.0249620143344961,0.0,0.0,0.0,0.0,0.2916666666666667,0.25,0.6666666666666666,0.75,0.7916666666666666,0.5,0.2083333333333333,0.5,19.929166666666667,-14.791666666666664,0.293038916981503,-0.2900254362014879,1719.5,367.0,-0.3355466143259533,-0.3355466143259533,18.0,18.0,0,0,0
13981423,57.0,43.0,0.73,0.13,2.0,0.0,11.0,3.0,0.0,2.0,3.0,0.0,15.0,12.0,231.0,176.0,15.0,12.0,8.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,5.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,32.0,14.0,2.0,1.0,0.0,1.0,206.0,152.0,7.0,16.0,19.0,18.0,96.0,38.0,10.0,12.0,1.0,1.0,61.0,39.0,6.0,11.0,32.0,17.0,3.0,5.0,9.0,1.0,12.0,7.0,15.0,12.0,3.0,3.0,20.0,17.0,7.0,8.0,,,0.0,2.0,0.2904,-0.1232,0.0,2.0,1.0,1.0,,,3.0,6.0,0,2,2,0,0,0,2025-08-24 16:30:00+00:00,1.0,como,lazio,COM,LAZ,23,76457,2704,2699,"{""xg"": [0.023848973214626, 0.026816895231605, 0.027599694207311, 0.061827939003706, 0.14548879861832, 0.052486840635538, 0.025536637753248, 0.08972804248333, 0.030537487939, 0.037095952779055, 0.21381592750549, 0.045484695583582, 0.23553401231766, 0.038120411336422, 0.076807089149952, 0.029024949297309, 0.033516690135002, 0.040741797536612, 0.084503673017025], ""count"": 19, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.082619495689869, 0.0082023898139596, 0.038721196353436, 0.10517156124115, 0.019876562058926], ""count"": 5, ""penalty_goals"": 0, ""penalty_attempts"": 0}",0.0,1.0,,,,,0.6,0.6,-0.6,2,0.86,0.7164179104477612,0.2835820895522388,1,0,0,4.59,5.41,Italy Serie A,2.0,0.0,0.0609953873594587,0.0371090015447456,1.0,0.0,0.0526315789473684,0.0,0.2105263157894736,0.2,0.631578947368421,0.6,0.5263157894736842,0.4,0.4736842105263158,0.6,22.888596491228068,-28.3,0.1191212569316519,0.3295026557497715,2177.0,249.25,-0.4101646505589899,-0.4101646505589899,17.0,17.0,0,0,0
13981425,47.0,53.0,0.97,0.98,2.0,2.0,9.0,4.0,0.0,3.0,0.0,1.0,18.0,14.0,171.0,192.0,6.0,11.0,8.0,8.0,2.0,2.0,4.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,25.0,10.0,3.0,1.0,0.0,3.0,140.0,154.0,11.0,7.0,14.0,29.0,66.0,51.0,10.0,10.0,1.0,3.0,45.0,55.0,8.0,4.0,17.0,24.0,7.0,5.0,3.0,6.0,5.0,8.0,6.0,11.0,1.0,3.0,22.0,23.0,19.0,4.0,0.0,1.0,0.0,3.0,-0.2157,0.0172,0.0,1.0,,,,,4.0,8.0,0,1,1,0,1,1,2025-08-24 16:30:00+00:00,3.0,cagliari,fiorentina,CAG,FIO,23,76457,2719,2693,"{""xg"": [0.13050907850266, 0.05363579466939, 0.10072483867407, 0.052696201950312, 0.066640868782997, 0.091272570192814, 0.19636468589306, 0.010982974432409, 0.26357206702232, 0.0077353292144835, 0.02518461830914, 0.083439290523529, 0.012466865591705, 0.036393519490957], ""count"": 14, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.039913710206747, 0.68546712398529, 0.22544169425964, 0.028834844008088], ""count"": 4, ""penalty_goals"": 0, ""penalty_attempts"": 0}",,,,,,,-0.010000000000000009,-0.010000000000000009,0.010000000000000009,2,1.95,0.5641025641025641,0.4358974358974359,0,0,1,0.34,9.66,Italy Serie A,2.0,2.0,0.0714247506062977,0.2660740245744913,2.0,0.0,0.1428571428571428,0.0,0.5,0.25,0.2857142857142857,0.5,0.6428571428571429,0.5,0.3571428571428571,0.5,3.5416666666666665,-2.708333333333333,-0.2046313505724327,0.5959540672964951,1044.75,910.0,-0.5362619622649979,-0.5362619622649979,18.0,18.0,0,0,0
13981424,59.0,41.0,1.34,0.58,2.0,1.0,13.0,7.0,1.0,3.0,3.0,3.0,9.0,13.0,241.0,163.0,5.0,5.0,8.0,2.0,0.0,2.0,5.0,2.0,1.0,0.0,4.0,4.0,4.0,1.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,35.0,10.0,0.0,0.0,,,208.0,125.0,8.0,8.0,14.0,26.0,172.0,38.0,4.0,13.0,4.0,3.0,63.0,37.0,3.0,3.0,13.0,9.0,14.0,7.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,25.0,20.0,8.0,5.0,,,1.0,3.0,0.0513,0.1809,1.0,1.0,3.0,1.0,,,3.0,7.0,0,2,2,0,0,0,2025-08-24 18:45:00+00:00,1.0,juventus,parma,JUV,PAR,23,76457,2687,2690,"{""xg"": [0.52260994911194, 0.11270076036453, 0.034649521112442, 0.085497759282589, 0.016971979290247, 0.25185835361481, 0.12457300722599, 0.0087822088971734, 0.01675577647984, 0.023299612104893, 0.020860521122813, 0.025139406323433, 0.094763062894344, 0.28740444779396, 0.048620812594891, 0.17079664766788, 0.071649573743343, 0.033780094236135, 0.027054015547037, 0.015087862499058, 0.17512889206409, 0.10090122371912, 0.039656586945057, 0.015586141496897, 0.027631148695946], ""count"": 25, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.014054057188332, 0.06981286406517, 0.01561030279845, 0.027395278215408, 0.01180936396122, 0.040915783494711, 0.40297338366508, 0.037752009928226], ""count"": 8, ""penalty_goals"": 0, ""penalty_attempts"": 0}",,,1.0,0.0,,,0.7600000000000001,0.7600000000000001,-0.7600000000000001,2,1.92,0.819047619047619,0.18095238095238095,1,0,0,4.06,5.94,Italy Serie A,5.0,1.0,0.1145583872385079,0.1242938932469921,1.0,1.0,0.04,0.125,0.2,0.375,0.64,0.25,0.6,0.5,0.4,0.5,16.406666666666666,-3.0312500000000004,0.309561734002809,-0.3077441358215237,2078.0,324.0,-0.3982998297904602,-0.3982998297904602,13.0,13.0,0,0,0
13981444,71.0,29.0,1.44,0.17,3.0,0.0,13.0,5.0,0.0,4.0,4.0,1.0,9.0,10.0,317.0,135.0,5.0,10.0,7.0,4.0,1.0,0.0,5.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,9.0,3.0,4.0,2.0,,,3.0,0.0,0.0,0.0,44.0,13.0,0.0,3.0,0.0,2.0,289.0,103.0,8.0,4.0,41.0,19.0,121.0,44.0,14.0,17.0,7.0,2.0,48.0,52.0,4.0,3.0,24.0,17.0,7.0,16.0,12.0,3.0,5.0,4.0,5.0,10.0,1.0,1.0,24.0,22.0,8.0,16.0,,,0.0,4.0,-0.33,1.0373,0.0,2.0,1.0,1.0,,,2.0,8.0,0,1,1,1,0,1,2025-08-24 18:45:00+00:00,3.0,atalanta,pisa,ATA,PIS,23,76457,2686,2737,"{""xg"": [0.020902583375573, 0.02201815135777, 0.38508355617523, 0.05417475476861, 0.036154430359602, 0.013764414936304, 0.086496651172638, 0.017124520614743, 0.26559832692146, 0.42252036929131, 0.047930397093296, 0.04918747022748, 0.020062429830432, 0.039016742259264, 0.033975385129452, 0.036798939108849, 0.10479341447353, 0.0073940632864833, 0.16150437295437, 0.060179732739925, 0.030324447900057], ""count"": 21, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.01877748966217, 0.022811891511083, 0.022624803707004, 0.029135158285499, 0.072498805820942, 0.11424504965544, 0.22886197268963, 0.065397329628468, 0.011024093255401, 0.033670615404844, 0.015090810135007], ""count"": 11, ""penalty_goals"": 0, ""penalty_attempts"": 0}",0.0,1.0,,,,,1.27,1.27,-1.27,2,1.6099999999999999,0.7333333333333333,0.26666666666666666,0,0,1,3.49,6.51,Italy Serie A,4.0,1.0,0.1168360497309626,0.0618810769424325,1.0,0.0,0.0476190476190476,0.0,0.3809523809523809,0.25,0.4761904761904761,0.5,0.7142857142857143,0.5,0.2857142857142857,0.5,23.642857142857142,-21.549242424242426,0.2942551859064221,0.354369457613897,2231.0,528.75,-0.4529994174444695,-0.4529994174444695,19.0,19.0,0,0,0
13981438,58.0,42.0,0.48,0.46,1.0,1.0,8.0,6.0,1.0,1.0,2.0,1.0,10.0,14.0,189.0,139.0,4.0,5.0,8.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,,,1.0,0.0,18.0,5.0,1.0,0.0,1.0,1.0,159.0,108.0,11.0,13.0,21.0,26.0,85.0,44.0,16.0,12.0,2.0,1.0,52.0,48.0,3.0,3.0,14.0,16.0,13.0,9.0,3.0,5.0,4.0,3.0,4.0,5.0,0.0,3.0,13.0,13.0,17.0,9.0,,,1.0,1.0,-0.0405,-0.2415,1.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0,1,1,0,1,1,2025-08-25 16:30:00+00:00,3.0,udinese,hellas_verona,UDI,VER,23,76457,2695,2701,"{""xg"": [0.043721791356802, 0.034686222672462, 0.0048384959809482, 0.020553287118673, 0.034798808395863, 0.016064209863544, 0.1066542416811, 0.21785871684551, 0.074972294270992, 0.023250536993146, 0.016025522723794, 0.015482875518501, 0.10152848809958, 0.017074590548873], ""count"": 14, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.31706613302231, 0.018487172201276, 0.040466651320457, 0.025005226954818, 0.028392881155014, 0.033942237496376, 0.041141610592604, 0.033535666763783, 0.017250180244446], ""count"": 9, ""penalty_goals"": 0, ""penalty_attempts"": 0}",,,,,,,0.019999999999999962,0.019999999999999962,-0.019999999999999962,2,0.94,0.6589147286821705,0.34108527131782945,0,0,1,1.52,8.48,Italy Serie A,1.0,1.0,0.0556260604818518,0.0906446620922706,0.0,0.0,0.0,0.0,0.2142857142857142,0.3333333333333333,0.5714285714285714,0.4444444444444444,0.5,0.2222222222222222,0.5,0.7777777777777778,11.547619047619047,0.296296296296296,-0.499087466977127,0.0348894066670519,1319.0,548.5,-0.4116483760070247,-0.4116483760070247,17.0,17.0,0,0,0
13981421,62.0,38.0,0.86,0.61,4.0,1.0,9.0,7.0,1.0,1.0,2.0,3.0,14.0,6.0,282.0,168.0,3.0,7.0,4.0,8.0,,,4.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,6.0,5.0,3.0,2.0,3.0,0.0,1.0,1.0,,,37.0,16.0,1.0,0.0,0.0,1.0,261.0,143.0,3.0,5.0,17.0,17.0,83.0,52.0,19.0,7.0,2.0,1.0,49.0,51.0,4.0,1.0,10.0,18.0,7.0,0.0,3.0,3.0,1.0,3.0,3.0,7.0,3.0,2.0,22.0,16.0,10.0,4.0,0.0,3.0,1.0,1.0,1.1555,-2.3398,0.0,3.0,1.0,1.0,,,4.0,3.0,2,3,5,0,0,0,2025-08-25 18:45:00+00:00,1.0,inter,torino,INT,TOR,23,76457,2697,2696,"{""xg"": [0.089193344116211, 0.21542605757713, 0.10815075039864, 0.21022318303585, 0.019196664914489, 0.049296397715807, 0.02452640235424, 0.058488246053457, 0.088790789246559, 0.023913403972983, 0.067392259836197, 0.012720361351967, 0.067278705537319, 0.016171645373106, 0.091253191232681, 0.13576881587505, 0.023728454485536, 0.044855892658234, 0.062353309243917, 0.18418818712234], ""count"": 20, ""penalty_goals"": 0, ""penalty_attempts"": 0}","{""xg"": [0.016960963606834, 0.03091749548912, 0.054564520716667, 0.024549171328545, 0.041191816329956, 0.37879502773285, 0.062308926135302, 0.017503775656223, 0.048306465148926, 0.038913071155548, 0.18270306289196, 0.041037149727345], ""count"": 12, ""penalty_goals"": 0, ""penalty_attempts"": 0}",2.0,1.0,,,,,0.25,0.25,-0.25,5,1.47,0.6148148148148148,0.3851851851851852,1,0,0,6.85,3.15,Italy Serie A,3.0,2.0,0.0613603917925582,0.0999272464887777,0.0,0.0,0.0,0.0,0.4,0.0833333333333333,0.5,0.75,0.7,0.5833333333333334,0.3,0.4166666666666666,11.116666666666667,-6.541666666666667,0.2709592619202082,-0.1657295798129133,1554.0,707.0,-0.4450403511932524,-0.4450403511932524,18.0,18.0,0,0,0
